Date/Heure (UTC),Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Année,Mois,Jour,Heure (UTC),Temp (°C),Temp Indicateur,Point de rosée (°C),Point de rosée Indicateur,Hum. rel (%),Hum. rel. Indicateur,Hauteur de précip. (mm),Hauteur de précip. Indicateur,Dir. du vent (10s deg),Dir. du vent Indicateur,Vit. du vent (km/h),Vit. du vent Indicateur,Visibilité (km),Visibilité Indicateur,Pression à la station (kPa),Pression à la station Indicateur,Hmdx,Hmdx Indicateur,Refroid. éolien,Refroid. éolien Indicateur,Temps
2020-11-13 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,13,12:00,"0,9",,"-0,6",,90.0,,,,2.0,,18.0,,"48,3",,"101,41",,,,,,Nuageux
2020-11-13 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,13,13:00,"1,4",,"-0,2",,89.0,,,,5.0,,17.0,,"48,3",,"101,32",,,,,,ND
2020-11-13 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,13,14:00,"2,1",,"0,4",,88.0,,,,1.0,,14.0,,"48,3",,"101,26",,,,,,ND
2020-11-13 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,13,15:00,"5,0",,"-0,4",,68.0,,,,9.0,,14.0,,"48,3",,"101,17",,,,,,Généralement nuageux
2020-11-13 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,13,16:00,"5,2",,"-0,9",,65.0,,,,8.0,,16.0,,"48,3",,"101,09",,,,,,ND
2020-11-13 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,13,17:00,"5,5",,"-1,3",,61.0,,,,10.0,,16.0,,"48,3",,"100,86",,,,,,ND
2020-11-13 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,13,18:00,"5,5",,"-0,4",,66.0,,,,14.0,,14.0,,"48,3",,"100,84",,,,,,Nuageux
2020-11-13 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,13,19:00,"5,7",,"0,7",,70.0,,,,14.0,,12.0,,"48,3",,"100,74",,,,,,ND
2020-11-13 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,13,20:00,"5,7",,"1,4",,74.0,,,,14.0,,8.0,,"48,3",,"100,69",,,,,,ND
2020-11-13 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,13,21:00,"5,5",,"2,3",,80.0,,,,18.0,,10.0,,"24,1",,"100,75",,,,,,Averses de pluie
2020-11-13 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,13,22:00,"5,7",,"2,1",,78.0,,,,22.0,,12.0,,"24,1",,"100,76",,,,,,Averses de pluie
2020-11-13 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,13,23:00,"5,5",,"2,2",,80.0,,,,24.0,,14.0,,"24,1",,"100,79",,,,,,ND
2020-11-14 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,00:00,"5,5",,"1,9",,77.0,,,,24.0,,16.0,,"24,1",,"100,81",,,,,,Nuageux
2020-11-14 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,01:00,"4,8",,"1,3",,78.0,,,,25.0,,19.0,,"24,1",,"100,81",,,,,,ND
2020-11-14 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,02:00,"3,9",,"1,1",,82.0,,,,25.0,,16.0,,"24,1",,"100,84",,,,,,ND
2020-11-14 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,03:00,"3,4",,"-0,4",,76.0,,,,26.0,,14.0,,"24,1",,"100,84",,,,,,Généralement dégagé
2020-11-14 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,04:00,"1,7",,"-0,9",,83.0,,,,24.0,,13.0,,"24,1",,"100,87",,,,,,ND
2020-11-14 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,05:00,"1,3",,"-1,1",,84.0,,,,25.0,,11.0,,"24,1",,"100,89",,,,,,ND
2020-11-14 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,06:00,"2,5",,"0,2",,85.0,,,,24.0,,12.0,,"24,1",,"100,89",,,,,,Généralement dégagé
2020-11-14 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,07:00,"1,8",,"-0,2",,87.0,,,,23.0,,11.0,,"24,1",,"100,88",,,,,,ND
2020-11-14 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,08:00,"1,7",,"-0,2",,87.0,,,,22.0,,11.0,,"24,1",,"100,91",,,,,,ND
2020-11-14 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,09:00,"2,7",,"0,6",,86.0,,,,25.0,,12.0,,"24,1",,"100,96",,,,,,Généralement nuageux
2020-11-14 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,10:00,"3,2",,"0,9",,85.0,,,,25.0,,13.0,,"24,1",,"101,03",,,,,,ND
2020-11-14 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,11:00,"3,7",,"0,8",,81.0,,,,25.0,,17.0,,"24,1",,"101,11",,,,,,ND
2020-11-14 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,12:00,"3,8",,"0,7",,80.0,,,,27.0,,21.0,,"24,1",,"101,17",,,,,,Nuageux
2020-11-14 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,13:00,"3,9",,"-0,4",,74.0,,,,26.0,,26.0,,"32,2",,"101,25",,,,,,ND
2020-11-14 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,14:00,"4,0",,"-0,8",,71.0,,,,27.0,,27.0,,"48,3",,"101,32",,,,,,ND
2020-11-14 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,15:00,"4,3",,"-1,1",,68.0,,,,27.0,,21.0,,"48,3",,"101,37",,,,,,Généralement nuageux
2020-11-14 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,16:00,"5,2",,"-1,5",,62.0,,,,27.0,,23.0,,"24,1",,"101,40",,,,,,ND
2020-11-14 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,17:00,"5,0",,"-3,2",,55.0,,,,28.0,,27.0,,"48,3",,"101,43",,,,,,ND
2020-11-14 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,18:00,"4,6",,"-4,2",,53.0,,,,27.0,,20.0,,"48,3",,"101,49",,,,,,Nuageux
2020-11-14 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,19:00,"4,3",,"-5,6",,48.0,,,,29.0,,21.0,,"48,3",,"101,57",,,,,,ND
2020-11-14 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,20:00,"4,1",,"-5,0",,52.0,,,,27.0,,23.0,,"48,3",,"101,64",,,,,,ND
2020-11-14 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,21:00,"4,0",,"-6,4",,47.0,,,,28.0,,21.0,,"48,3",,"101,75",,,,,,Généralement nuageux
2020-11-14 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,22:00,"2,7",,"-5,8",,54.0,,,,26.0,,14.0,,"48,3",,"101,80",,,,,,ND
2020-11-14 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,14,23:00,"1,7",,"-5,8",,58.0,,,,27.0,,11.0,,"24,1",,"101,87",,,,,,ND
2020-11-15 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,00:00,"1,0",,"-6,0",,60.0,,,,27.0,,9.0,,"24,1",,"101,94",,,,,,Dégagé
2020-11-15 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,01:00,"1,2",,"-5,9",,59.0,,,,28.0,,7.0,,"24,1",,"101,99",,,,,,ND
2020-11-15 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,02:00,"-0,9",,"-5,8",,69.0,,,,28.0,,10.0,,"24,1",,"102,02",,,,-4.0,,ND
2020-11-15 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,03:00,"-1,9",,"-6,5",,71.0,,,,4.0,,4.0,,"24,1",,"101,99",,,,-3.0,,Dégagé
2020-11-15 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,04:00,"-1,7",,"-6,2",,71.0,,,,11.0,,7.0,,"24,1",,"101,93",,,,-4.0,,ND
2020-11-15 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,05:00,"-3,1",,"-6,4",,78.0,,,,36.0,,2.0,,"24,1",,"101,94",,,,-4.0,,ND
2020-11-15 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,06:00,"-2,9",,"-6,5",,76.0,,,,15.0,,3.0,,"24,1",,"101,89",,,,-4.0,,Dégagé
2020-11-15 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,07:00,"-0,6",,"-4,2",,76.0,,,,14.0,,5.0,,"24,1",,"101,93",,,,-2.0,,ND
2020-11-15 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,08:00,"-3,9",,"-6,3",,84.0,,,,8.0,,6.0,,"24,1",,"101,94",,,,-7.0,,ND
2020-11-15 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,09:00,"-4,6",,"-6,8",,85.0,,,,9.0,,7.0,,"24,1",,"101,84",,,,-8.0,,Dégagé
2020-11-15 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,10:00,"-0,8",,"-5,5",,71.0,,,,9.0,,11.0,,"24,1",,"101,81",,,,-5.0,,ND
2020-11-15 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,11:00,"-1,4",,"-3,8",,84.0,,,,9.0,,13.0,,"24,1",,"101,73",,,,-6.0,,ND
2020-11-15 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,12:00,"-0,9",,"-3,2",,85.0,,,,10.0,,12.0,,"32,2",,"101,70",,,,-5.0,,Généralement dégagé
2020-11-15 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,13:00,"-0,5",,"-3,0",,84.0,,,,9.0,,11.0,,"32,2",,"101,53",,,,-4.0,,ND
2020-11-15 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,14:00,"0,8",,"-4,0",,70.0,,,,8.0,,18.0,,"32,2",,"101,40",,,,,,ND
2020-11-15 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,15:00,"1,8",,"-5,4",,59.0,,,,10.0,,23.0,,"48,3",,"101,22",,,,,,Nuageux
2020-11-15 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,16:00,"2,8",,"-5,6",,54.0,,,,11.0,,32.0,,"24,1",,"100,99",,,,,,ND
2020-11-15 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,17:00,"3,0",,"-2,1",,69.0,,,,12.0,,21.0,,"48,3",,"100,86",,,,,,ND
2020-11-15 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,18:00,"4,2",,"-3,4",,58.0,,,,11.0,,39.0,,"24,1",,"100,45",,,,,,Nuageux
2020-11-15 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,19:00,"4,5",,"-3,8",,55.0,,,,12.0,,30.0,,"48,3",,"100,31",,,,,,ND
2020-11-15 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,20:00,"5,7",,"-2,9",,54.0,,,,14.0,,31.0,,"24,1",,"100,10",,,,,,Pluie
2020-11-15 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,21:00,"6,9",,"-1,9",,54.0,,,,15.0,,40.0,,"24,1",,"99,89",,,,,,Nuageux
2020-11-15 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,22:00,"6,3",,"0,6",,67.0,,,,15.0,,34.0,,"24,1",,"99,74",,,,,,Pluie
2020-11-15 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,15,23:00,"6,4",,"2,1",,74.0,,,,15.0,,35.0,,"24,1",,"99,65",,,,,,Pluie
2020-11-16 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,00:00,"5,8",,"3,8",,87.0,,,,16.0,,37.0,,"8,1",,"99,48",,,,,,"Pluie modérée,Brouillard"
2020-11-16 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,01:00,"6,2",,"4,5",,89.0,,,,18.0,,30.0,,"8,1",,"99,51",,,,,,"Pluie modérée,Brouillard"
2020-11-16 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,02:00,"6,1",,"4,5",,90.0,,,,15.0,,25.0,,"12,9",,"99,40",,,,,,Pluie
2020-11-16 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,03:00,"7,1",,"5,1",,87.0,,,,18.0,,29.0,,"16,1",,"99,45",,,,,,Pluie
2020-11-16 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,04:00,"8,3",,"5,0",,79.0,,,,21.0,,30.0,,"24,1",,"99,40",,,,,,ND
2020-11-16 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,05:00,"8,0",,"4,4",,78.0,,,,21.0,,31.0,,"24,1",,"99,49",,,,,,ND
2020-11-16 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,06:00,"7,7",,"3,5",,74.0,,,,22.0,,29.0,,"24,1",,"99,45",,,,,,Généralement dégagé
2020-11-16 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,07:00,"7,8",,"3,0",,72.0,,,,22.0,,40.0,,"24,1",,"99,46",,,,,,ND
2020-11-16 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,08:00,"7,2",,"0,8",,64.0,,,,23.0,,54.0,,"24,1",,"99,55",,,,,,ND
2020-11-16 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,09:00,"6,8",,"-1,0",,58.0,,,,24.0,,52.0,,"24,1",,"99,51",,,,,,Généralement dégagé
2020-11-16 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,10:00,"6,2",,"-1,4",,58.0,,,,24.0,,41.0,,"24,1",,"99,51",,,,,,ND
2020-11-16 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,11:00,"6,3",,"-1,0",,59.0,,,,23.0,,45.0,,"24,1",,"99,51",,,,,,ND
2020-11-16 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,12:00,"5,9",,"0,5",,68.0,,,,22.0,,35.0,,"32,2",,"99,59",,,,,,Généralement dégagé
2020-11-16 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,13:00,"5,8",,"-1,1",,61.0,,,,24.0,,36.0,,"48,3",,"99,70",,,,,,ND
2020-11-16 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,14:00,"6,2",,"-0,5",,62.0,,,,24.0,,36.0,,"40,2",,"99,81",,,,,,ND
2020-11-16 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,15:00,"6,5",,"-0,1",,63.0,,,,25.0,,37.0,,"24,1",,"99,88",,,,,,Nuageux
2020-11-16 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,16:00,"6,7",,"-0,2",,61.0,,,,24.0,,44.0,,"24,1",,"99,91",,,,,,Averses de pluie
2020-11-16 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,17:00,"7,1",,"-0,5",,58.0,,,,24.0,,43.0,,"24,1",,"99,92",,,,,,Averses de pluie
2020-11-16 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,18:00,"7,5",,"-0,8",,56.0,,,,25.0,,37.0,,"24,1",,"99,96",,,,,,Averses de pluie
2020-11-16 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,19:00,"7,1",,"-1,2",,56.0,,,,25.0,,41.0,,"24,1",,"100,00",,,,,,ND
2020-11-16 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,20:00,"6,5",,"-1,1",,58.0,,,,26.0,,40.0,,"24,1",,"100,07",,,,,,ND
2020-11-16 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,21:00,"6,3",,"-0,6",,61.0,,,,25.0,,30.0,,"24,1",,"100,12",,,,,,Averses de pluie
2020-11-16 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,22:00,"5,0",,"0,4",,72.0,,,,25.0,,31.0,,"24,1",,"100,20",,,,,,Averses de pluie
2020-11-16 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,16,23:00,"4,8",,"0,4",,73.0,,,,25.0,,26.0,,"24,1",,"100,28",,,,,,ND
2020-11-17 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,00:00,"4,0",,"0,2",,76.0,,,,25.0,,34.0,,"24,1",,"100,35",,,,,,Averses de pluie
2020-11-17 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,01:00,"3,1",,"-1,5",,72.0,,,,25.0,,32.0,,"24,1",,"100,39",,,,,,ND
2020-11-17 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,02:00,"3,2",,"-1,0",,74.0,,,,25.0,,25.0,,"24,1",,"100,43",,,,,,ND
2020-11-17 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,03:00,"2,6",,"-1,5",,74.0,,,,24.0,,21.0,,"24,1",,"100,48",,,,,,Généralement nuageux
2020-11-17 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,04:00,"2,4",,"-2,3",,71.0,,,,25.0,,33.0,,"24,1",,"100,48",,,,,,ND
2020-11-17 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,05:00,"2,5",,"-2,2",,71.0,,,,25.0,,25.0,,"24,1",,"100,52",,,,,,ND
2020-11-17 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,06:00,"2,1",,"-1,8",,75.0,,,,25.0,,24.0,,"24,1",,"100,51",,,,,,Généralement nuageux
2020-11-17 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,07:00,"1,8",,"-2,7",,72.0,,,,25.0,,23.0,,"24,1",,"100,53",,,,,,ND
2020-11-17 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,08:00,"1,6",,"-2,6",,74.0,,,,28.0,,16.0,,"24,1",,"100,53",,,,,,ND
2020-11-17 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,09:00,"0,8",,"-3,9",,71.0,,,,27.0,,13.0,,"24,1",,"100,55",,,,,,Généralement nuageux
2020-11-17 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,10:00,"0,6",,"-5,3",,65.0,,,,28.0,,17.0,,"24,1",,"100,56",,,,,,ND
2020-11-17 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,11:00,"0,0",,"-4,8",,70.0,,,,26.0,,14.0,,"24,1",,"100,60",,,,-4.0,,ND
2020-11-17 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,12:00,"0,5",,"-4,3",,70.0,,,,26.0,,13.0,,"24,1",,"100,65",,,,,,Nuageux
2020-11-17 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,13:00,"0,6",,"-3,7",,73.0,,,,26.0,,10.0,,"24,1",,"100,69",,,,,,ND
2020-11-17 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,14:00,"1,5",,"-3,7",,68.0,,,,25.0,,17.0,,"24,1",,"100,73",,,,,,ND
2020-11-17 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,15:00,"1,6",,"-4,4",,65.0,,,,27.0,,23.0,,"24,1",,"100,76",,,,,,Généralement nuageux
2020-11-17 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,16:00,"2,2",,"-4,6",,61.0,,,,26.0,,25.0,,"24,1",,"100,76",,,,,,ND
2020-11-17 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,17:00,"2,9",,"-6,5",,50.0,,,,27.0,,28.0,,"24,1",,"100,75",,,,,,ND
2020-11-17 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,18:00,"1,5",,"-5,2",,61.0,,,,29.0,,22.0,,"24,1",,"100,80",,,,,,Averses de neige
2020-11-17 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,19:00,"1,7",,"-5,0",,61.0,,,,29.0,,22.0,,"24,1",,"100,83",,,,,,ND
2020-11-17 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,20:00,"1,4",,"-6,6",,55.0,,,,28.0,,22.0,,"80,5",,"100,91",,,,,,ND
2020-11-17 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,21:00,"1,2",,"-7,6",,52.0,,,,29.0,,19.0,,"24,1",,"101,01",,,,,,Généralement nuageux
2020-11-17 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,22:00,"0,6",,"-7,9",,53.0,,,,31.0,,21.0,,"24,1",,"101,12",,,,,,ND
2020-11-17 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,17,23:00,"-0,6",,"-10,1",,49.0,,,,30.0,,26.0,,"24,1",,"101,24",,,,-7.0,,ND
2020-11-18 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,00:00,"-1,8",,"-10,5",,52.0,,,,32.0,,29.0,,"24,1",,"101,37",,,,-9.0,,Généralement dégagé
2020-11-18 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,01:00,"-3,1",,"-12,7",,48.0,,,,31.0,,23.0,,"24,1",,"101,48",,,,-10.0,,ND
2020-11-18 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,02:00,"-4,0",,"-12,6",,51.0,,,,30.0,,21.0,,"24,1",,"101,58",,,,-10.0,,ND
2020-11-18 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,03:00,"-4,5",,"-11,9",,57.0,,,,30.0,,21.0,,"24,1",,"101,66",,,,-11.0,,Généralement nuageux
2020-11-18 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,04:00,"-5,1",,"-11,9",,59.0,,,,32.0,,15.0,,"24,1",,"101,74",,,,-11.0,,ND
2020-11-18 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,05:00,"-5,3",,"-12,1",,59.0,,,,34.0,,18.0,,"24,1",,"101,85",,,,-12.0,,Neige
2020-11-18 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,06:00,"-5,7",,"-11,6",,64.0,,,,31.0,,20.0,,"24,1",,"101,95",,,,-12.0,,Neige
2020-11-18 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,07:00,"-5,6",,"-12,6",,58.0,,,,30.0,,14.0,,"24,1",,"102,06",,,,-11.0,,ND
2020-11-18 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,08:00,"-5,6",,"-12,8",,57.0,,,,32.0,,16.0,,"24,1",,"102,17",,,,-12.0,,ND
2020-11-18 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,09:00,"-5,7",,"-13,0",,57.0,,,,31.0,,13.0,,"24,1",,"102,25",,,,-11.0,,Nuageux
2020-11-18 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,10:00,"-5,7",,"-12,1",,61.0,,,,29.0,,13.0,,"24,1",,"102,37",,,,-11.0,,ND
2020-11-18 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,11:00,"-5,6",,"-11,4",,64.0,,,,28.0,,13.0,,"24,1",,"102,46",,,,-11.0,,Neige
2020-11-18 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,12:00,"-5,4",,"-11,3",,64.0,,,,31.0,,17.0,,"24,1",,"102,54",,,,-11.0,,Nuageux
2020-11-18 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,13:00,"-5,2",,"-13,0",,55.0,,,,33.0,,19.0,,"24,1",,"102,61",,,,-12.0,,ND
2020-11-18 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,14:00,"-5,1",,"-14,7",,47.0,,,,31.0,,22.0,,"24,1",,"102,67",,,,-12.0,,ND
2020-11-18 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,15:00,"-4,5",,"-15,1",,44.0,,,,28.0,,25.0,,"24,1",,"102,71",,,,-12.0,,Généralement nuageux
2020-11-18 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,16:00,"-3,9",,"-15,5",,41.0,,,,31.0,,17.0,,"24,1",,"102,72",,,,-10.0,,ND
2020-11-18 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,17:00,"-3,7",,"-15,8",,39.0,,,,30.0,,17.0,,"24,1",,"102,71",,,,-9.0,,ND
2020-11-18 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,18:00,"-3,9",,"-15,1",,42.0,,,,28.0,,19.0,,"24,1",,"102,75",,,,-10.0,,Nuageux
2020-11-18 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,19:00,"-3,7",,"-15,1",,41.0,,,,28.0,,17.0,,"24,1",,"102,76",,,,-9.0,,ND
2020-11-18 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,20:00,"-4,0",,"-13,1",,50.0,,,,28.0,,22.0,,"24,1",,"102,80",,,,-11.0,,ND
2020-11-18 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,21:00,"-3,9",,"-14,6",,44.0,,,,28.0,,13.0,,"24,1",,"102,87",,,,-9.0,,Généralement nuageux
2020-11-18 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,22:00,"-4,2",,"-13,2",,50.0,,,,26.0,,19.0,,"24,1",,"102,89",,,,-10.0,,ND
2020-11-18 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,18,23:00,"-4,7",,"-12,5",,54.0,,,,24.0,,20.0,,"24,1",,"102,89",,,,-11.0,,ND
2020-11-19 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,19,00:00,"-4,5",,"-13,4",,50.0,,,,26.0,,13.0,,"24,1",,"102,91",,,,-10.0,,Généralement nuageux
2020-11-19 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,19,01:00,"-4,7",,"-13,9",,49.0,,,,25.0,,13.0,,"24,1",,"102,91",,,,-10.0,,ND
2020-11-19 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,11,19,02:00,"-6,5",,"-13,2",,60.0,,,,24.0,,9.0,,"24,1",,"102,93",,,,-11.0,,ND
