,no_station_3,no2_station_3,pm2_5_station_3,o3_station_3,so2_station_3,Benzene_station_3,Toluene_station_3,Ethylbenzene_station_3,M P-Xylene_station_3,no_station_6,so2_station_6,co_station_17,no_station_17,co_station_28,no_station_28,pm2_5_station_28,pst_station_28,co_station_31,no_station_31,no2_station_31,pm2_5_station_31,so2_station_31,pst_station_50,no_station_55,co_station_66,no_station_66,no_station_80,so2_station_80,no_station_99,no2_station_99,o3_station_99,so2_station_99,no_station_103,no2_station_103,pm2_5_station_103,pst_station_103,Temp (°C),Hum. rel (%),Dir. du vent (10s deg),Vit. du vent (km/h),Visibilité (km),Pression à la station (kPa),Hmdx,Refroid. éolien
2020-01-08 00:00:00,0.963366,18.42264,11.52936,11.22011,0.080879,1.335526,2.086472,0.284972,1.003,3.625998,0.28591,386.6893,8.348447,280.1849,3.938488,13.15664,13.602,275.7724,7.015532,29.68965,9.352288,0.147026,13.89683,0.115011,233.3924,0.511494,1.519791,0.0,0.068149,8.681438,21.61975,0.0612,3.011993,16.29697,14.60258,16.5568,-2.6,73.0,11.0,11.0,24.1,100.85,25.0,-7.0
2020-01-08 01:00:00,0.17871,12.38004,11.94561,16.25805,0.068855,0.841526,1.61104,0.250791,0.842707,1.751904,0.256621,339.5952,3.01067,228.1758,2.907285,10.31196,12.9965,217.0431,0.981521,20.71285,10.25309,0.127587,12.89878,0.217497,198.1827,0.704195,5.446372,0.0,0.029954,8.185212,21.88172,0.002189,7.992454,20.81028,13.93944,17.37621,-2.8,75.0,12.0,8.0,24.1,100.83,25.0,-6.0
2020-01-08 02:00:00,0.432857,15.56552,15.0205,11.25019,0.025908,0.99511,1.97175,0.357277,1.299471,2.263044,0.240799,332.0542,7.511116,175.0571,0.538444,7.93693,9.116167,186.5656,1.414093,18.34825,9.214194,0.091784,11.64852,0.003559,175.6947,0.267733,1.939582,0.0,0.0,7.625061,19.23394,0.0,0.0,6.191971,8.804611,7.032608,-2.6,75.0,11.0,5.0,24.1,100.73,25.0,-5.0
2020-01-08 03:00:00,0.102978,14.05833,13.39703,12.93526,0.0,0.856248,1.609262,0.266721,0.858471,6.169551,0.255418,263.9361,3.811177,156.1016,0.626545,7.297389,10.69733,188.8625,1.926115,22.37994,10.26211,0.094261,7.437777,0.002738,155.3018,2.039541,0.4,0.0,0.0,6.85501,23.32965,0.0,0.0,3.000929,5.992833,4.843054,-2.7,76.0,12.0,7.0,24.1,100.67,25.0,-6.0
2020-01-08 04:00:00,0.041551,14.0596,14.9041,9.57184,0.0,1.002305,1.969082,0.29886,1.055472,1.022874,0.247501,261.6589,3.735004,141.6652,0.177323,5.086874,7.1065,152.4858,0.398297,14.89241,8.553998,0.092606,6.434165,0.176589,141.6302,0.252306,0.4,0.0,0.0,5.258511,30.80903,0.0,0.0,5.356297,5.985137,5.288609,-2.7,77.0,16.0,6.0,24.1,100.62,25.0,-5.0
2020-01-08 05:00:00,0.114941,13.41475,16.76443,10.21887,0.0,0.957499,1.769055,0.208277,0.720972,2.46813,0.389366,254.1196,5.259794,163.67,1.365988,7.815791,13.34043,155.6763,0.578414,13.8091,6.214527,0.069563,7.724305,0.45952,152.1949,5.989449,0.4,0.0,1.233829,23.51801,3.835922,0.0,0.0,3.234958,5.662527,4.685694,-2.7,78.0,9.0,4.0,24.1,100.56,25.0,-4.0
2020-01-08 06:00:00,0.197891,10.82828,16.33383,13.39507,0.065861,0.938861,1.651276,0.251361,0.626026,6.120337,0.405452,300.3949,5.181509,195.9472,3.261843,10.04727,18.53622,157.7961,0.608089,12.04284,8.28143,0.079254,14.83236,0.577821,162.7818,6.956913,0.474267,0.0,0.156769,20.44168,3.715939,0.0,0.0,4.025283,8.98925,7.744165,-2.9,92.0,12.0,8.0,2.0,100.47,25.0,-6.0
2020-01-08 07:00:00,0.469801,10.00928,12.33603,15.79065,0.053968,0.909819,1.582499,0.193526,0.642373,5.836363,0.304055,367.0902,14.73304,212.2385,4.806876,9.522831,14.24633,178.7892,3.184801,20.10468,11.40164,0.09841,14.87264,0.324355,182.4897,0.90571,1.342964,0.0,0.0,14.33347,7.804688,0.0,0.016478,7.253997,10.21925,9.95611,-2.2,93.0,13.0,7.0,19.3,100.43,25.0,-5.0
2020-01-08 08:00:00,1.911265,18.53928,11.2532,10.90547,0.023434,0.869193,1.477375,0.203054,0.640901,19.5591,0.320459,361.6754,13.83076,280.0319,13.59523,8.899108,12.81367,197.876,3.867938,25.66511,10.84713,0.100874,11.05326,1.202674,320.8511,0.966398,4.211604,0.0,0.139649,13.10655,7.701463,0.0,0.012567,5.688899,7.357952,6.30604,-2.1,92.0,14.0,10.0,24.1,100.35,25.0,-6.0
2020-01-08 09:00:00,6.177353,21.16553,12.02404,9.995165,0.034782,1.129083,1.895444,0.240583,0.806554,97.94958,0.894304,390.4781,17.14346,332.4732,36.0569,16.36563,29.42483,225.7224,6.444897,25.89025,9.974628,0.113218,12.32833,3.038716,411.7532,7.771417,3.077232,0.0,1.805328,11.49325,10.56024,0.0,0.984228,8.348877,8.780856,7.558125,-2.1,92.0,13.0,7.0,24.1,100.26,25.0,-5.0
2020-01-08 10:00:00,7.675612,16.31208,18.13337,9.339823,0.080238,1.203971,3.037388,0.372666,1.326637,45.48583,0.518593,416.0922,24.50503,455.2656,65.10564,26.6205,51.39883,229.6489,7.242353,20.62985,14.55468,0.110986,14.66333,4.705443,271.8637,15.57724,11.60261,0.0,5.557106,13.06126,13.14964,0.040203,3.508058,14.11021,11.50289,13.40708,-2.0,92.0,10.0,5.0,24.1,100.21,25.0,-4.0
2020-01-08 11:00:00,12.81616,17.76347,23.14377,10.56591,0.32811,1.274471,10.22822,0.478915,1.812971,37.93917,0.476119,355.92,18.91481,394.2322,38.80676,29.23322,42.6705,269.8985,10.02604,19.17244,20.04286,0.125045,20.20854,5.741477,286.6908,9.922966,21.99606,0.0,2.349379,6.654348,20.99019,0.05559,19.70001,21.90258,20.15268,20.18236,-1.7,92.0,13.0,8.0,24.1,100.17,25.0,-5.0
2020-01-08 12:00:00,11.9864,16.95986,20.2327,12.23495,0.980351,4.700166,5.137194,0.562776,2.167443,29.67117,0.44042,285.2353,10.39448,339.5465,33.4485,26.2034,34.27533,265.3687,10.47222,16.58798,20.31562,0.112189,21.08653,8.018586,222.5233,10.52835,12.89047,0.0,1.890619,4.239583,25.82014,0.11336,16.54853,17.57465,18.95074,19.52764,-1.2,92.0,16.0,14.0,2.0,100.16,25.0,-6.0
2020-01-08 13:00:00,10.22311,14.07783,19.81287,16.57856,1.62606,3.669332,4.005693,0.597666,2.16225,26.30258,0.525395,239.6348,8.546358,326.5013,35.42786,22.5709,31.15683,252.1252,7.90812,11.93728,17.01576,0.274082,16.85153,5.624566,199.3871,27.32993,8.410613,0.112957,1.170814,3.626202,28.84473,0.137153,10.30246,12.54369,18.51576,17.63597,-1.2,93.0,18.0,13.0,8.1,100.18,25.0,-5.0
2020-01-08 14:00:00,5.416672,11.55432,17.85352,20.16602,0.8661,2.914546,4.275028,0.617344,2.250113,18.50922,0.47786,221.386,5.595346,241.6882,19.13368,13.42319,13.95433,244.0912,5.953598,11.99383,13.64483,0.344251,13.57917,2.591974,172.5126,9.267997,6.602343,0.031049,0.321509,2.00387,32.6756,0.09561,6.011414,10.38234,10.50601,10.41444,-1.1,93.0,27.0,10.0,11.3,100.2,25.0,-5.0
2020-01-08 15:00:00,2.524952,7.515799,7.567265,26.11261,0.644042,1.539471,3.930387,0.516332,1.930554,13.40669,0.527301,183.0149,2.605787,255.1203,16.61582,5.855776,13.358,208.1158,2.752794,8.467626,4.930583,0.192787,10.25472,1.560911,150.1618,4.343822,2.990301,0.0,0.150392,1.578724,34.94538,0.069614,3.890497,10.60886,5.453054,9.756299,-2.5,90.0,28.0,14.0,11.3,100.25,25.0,-7.0
2020-01-08 16:00:00,0.989744,6.234166,3.0048,29.04447,0.353334,1.232944,4.840888,0.462166,2.014472,9.423622,0.38861,191.7264,2.638818,211.9607,9.695751,2.540791,70.25484,191.254,2.067708,7.218719,1.555168,0.177025,19.12597,0.649818,149.5121,6.673933,2.489189,0.0,0.122997,1.681985,34.5951,0.244696,1.915243,7.901239,1.802569,73.24684,-2.0,87.0,28.0,13.0,16.1,100.26,25.0,-6.0
2020-01-08 17:00:00,1.119621,6.718451,2.073057,27.75939,0.244142,3.683027,2.843915,0.300249,1.312582,8.500062,0.299445,164.8503,2.023432,241.5908,7.179397,2.077915,639.0833,187.9319,1.871813,6.697041,0.86956,0.126732,28.47775,0.293179,135.7006,1.376706,1.509704,0.0,0.0,0.579104,32.13283,0.038637,2.297727,9.09034,1.468173,74.29993,-1.4,85.0,25.0,14.0,24.1,100.24,25.0,-6.0
2020-01-08 18:00:00,2.627777,7.897305,2.221899,22.97926,0.508794,1.495111,3.647333,0.2371111,1.132667,7.127344,0.259714,167.3051,2.776639,193.4496,5.723044,1.647096,1210.617,192.9814,2.016622,6.863764,0.907055,0.10138,7.280511,0.213834,138.5701,3.02513,1.302782,0.0,0.0,0.542186,30.31503,0.013336,2.268743,8.746989,1.655305,71.11165,-0.4,78.0,27.0,28.0,24.1,100.3,25.0,-7.0
2020-01-08 19:00:00,9.624588,11.49682,2.905498,16.73148,11.70487,2.990526,1.514513,0.154846,0.376179,3.675009,0.251334,137.2674,3.184196,166.582,3.983222,2.174833,364.5673,177.6749,1.821197,6.43798,1.180986,0.105086,49.94549,0.178984,128.0081,0.533901,0.943305,0.0,0.0,0.44762,28.2449,0.0,2.094888,7.452003,2.04043,128.3878,-0.7,73.0,27.0,30.0,24.1,100.42,25.0,-7.0
2020-01-08 20:00:00,2.689518,6.343887,2.749233,20.75075,4.365303,0.524637,0.955944,0.095193,0.311637,1.958186,0.22348,138.7099,6.327174,164.8083,3.982053,3.74618,705.14,167.7643,2.424961,6.676052,1.331457,0.098525,68.68904,0.145478,127.4515,0.0,0.4,0.0,0.0,0.245838,28.75154,0.0,2.307296,5.203835,2.06479,228.8107,-0.5,64.0,27.0,37.0,24.1,100.58,25.0,-8.0
2020-01-08 21:00:00,1.416869,4.367251,2.561866,23.50519,2.904616,0.574638,0.963721,0.105582,0.331777,2.38306,0.226989,135.4908,2.34304,151.9425,3.148643,4.754734,522.0482,165.4074,1.957628,6.416376,1.219985,0.097714,11.09694,0.084147,121.456,0.0,0.4,0.0,0.0,0.208129,29.69106,0.0,1.758448,5.731359,2.392277,211.0363,-2.0,68.0,26.0,35.0,24.1,100.8,25.0,-10.0
2020-01-08 22:00:00,0.978004,4.481846,2.4512,24.31575,1.830708,0.485388,0.756026,0.062887,0.202138,2.623094,0.220208,141.3671,1.341369,148.3396,3.443507,4.972651,450.8528,161.021,1.843,6.653158,0.889985,0.089519,4.360415,0.072287,123.5501,1.373556,0.415451,0.0,0.0,0.243701,30.60648,0.0,1.542989,7.360144,2.429569,44.78736,-3.2,66.0,27.0,33.0,24.1,100.94,25.0,-11.0
2020-01-08 23:00:00,0.766348,5.496798,2.687366,23.78905,1.210261,2.921333,0.956402,0.188082,0.282763,3.652679,0.234844,141.1815,1.746518,154.3378,3.506628,4.258222,474.0882,157.8489,1.650195,6.305486,0.771763,0.088505,2.074583,0.173019,147.6095,11.45213,0.551611,0.0,0.0,0.251565,32.24802,0.0,0.559651,7.600104,2.192235,13.57882,-5.0,82.0,27.0,34.0,24.1,101.12,25.0,-13.0
2020-01-09 00:00:00,0.197778,4.136991,2.824733,26.0703,0.627516,3.902693,0.884276,0.087693,0.181125,2.446029,0.232455,147.4401,0.571232,145.2746,2.534739,3.610055,385.5902,155.9138,1.339969,5.713366,0.840888,0.085158,3.118194,0.095799,142.9456,15.26744,0.677907,0.0,0.0,0.206989,33.49591,0.0,0.540274,7.364091,2.490776,21.28194,-7.0,68.0,28.0,33.0,24.1,101.35,25.0,-16.0
2020-01-09 01:00:00,0.012152,3.6324,3.024588,28.06972,0.37797,2.710387,0.90136,0.087693,0.19711,1.83078,0.220511,115.8579,0.697669,125.4273,1.508808,4.156073,344.2617,135.5673,1.259657,5.969771,1.188778,0.079842,3.473887,0.075577,127.4068,6.152348,0.4,0.0,0.0,0.209763,33.9236,0.0,0.293615,5.565519,2.360162,12.63097,-8.2,66.0,28.0,27.0,24.1,101.59,25.0,-17.0
2020-01-09 02:00:00,0.0,2.347728,2.2316,30.62394,0.206765,1.482416,0.803277,0.054846,0.221443,1.466946,0.210598,113.9851,0.269946,117.1126,1.45219,3.506151,265.8873,130.4732,1.438691,5.011118,1.306444,0.085156,3.610208,0.088109,121.1051,2.883744,0.4,0.0,0.0,0.063171,35.04313,0.0,0.241907,4.462761,2.510762,23.42556,-9.0,62.0,27.0,22.0,24.1,101.81,25.0,-17.0
2020-01-09 03:00:00,0.0,1.850829,2.087265,31.64699,0.109497,3.079401,0.595179,0.042165,0.153236,1.446619,0.207585,108.5807,1.200358,118.957,1.536335,4.173915,378.7412,133.9993,1.460309,5.550674,1.568611,0.088872,2.73368,0.072273,129.306,6.632688,0.4,0.0,0.0,0.03689,35.54248,0.0,0.132302,4.844821,3.032166,11.52194,-9.3,64.0,27.0,29.0,24.1,101.98,25.0,-18.0
2020-01-09 04:00:00,0.229964,4.021741,2.093533,30.11094,0.158058,2.27325,0.786137,0.09,0.139221,1.953474,0.228779,117.2082,0.26783,116.9989,1.724753,4.526443,365.2847,134.6594,1.404319,6.086975,1.312361,0.092859,3.969166,0.02942,123.3846,8.382741,0.4,0.0,0.0,0.253311,34.7675,0.0,0.198277,6.463562,3.286262,3.543123,-10.3,68.0,25.0,32.0,24.1,102.15,25.0,-20.0
2020-01-09 05:00:00,1.809514,7.729769,2.551933,26.95425,0.178036,3.721096,0.507555,0.027582,0.132498,3.295347,0.232988,118.6685,1.443997,127.9682,3.327893,5.54879,525.7072,134.4235,1.495121,6.564949,1.396388,0.081353,3.289582,0.058038,129.1478,8.353866,0.4,0.0,0.0,0.348437,35.17089,0.0,0.494022,9.547408,3.953929,7.335277,-10.7,66.0,26.0,33.0,24.1,102.3,25.0,-21.0
2020-01-09 06:00:00,0.734836,7.791482,2.532332,26.67242,0.125577,4.348916,0.710165,0.072374,0.147818,6.020012,0.236103,140.666,0.737093,151.1128,7.886197,5.561847,708.1927,132.2933,1.684404,6.395598,1.568583,0.077427,7.881875,0.127075,132.4739,5.582223,0.4,0.0,0.0,0.472723,35.22766,0.0,1.439617,9.472558,4.183361,31.77375,-11.4,63.0,26.0,32.0,24.1,102.5,25.0,-22.0
2020-01-09 07:00:00,3.305748,13.74009,3.166698,21.51402,2.456032,5.757458,1.020902,0.083054,0.232902,6.7392,0.25264,192.4055,8.304027,185.7961,14.02617,5.735764,750.2783,164.9915,2.61204,11.03146,1.979972,0.086851,21.57167,0.14952,133.8828,0.317995,1.260437,0.0,0.0,0.29589,36.14616,0.0,8.873004,15.97609,5.133027,91.94958,-13.0,63.0,26.0,30.0,24.1,102.73,25.0,-23.0
2020-01-09 08:00:00,2.437581,13.38278,3.244298,21.92089,1.115916,0.477499,1.450721,0.217583,0.322026,17.56331,0.336104,258.44,4.293379,217.3742,23.95831,4.520254,965.2509,197.0369,3.48683,15.76408,2.024435,0.099628,21.54722,0.487403,157.5199,0.790688,3.781882,0.0,0.082984,5.735214,30.10842,0.0,13.82077,24.46697,4.770239,117.3371,-13.7,65.0,27.0,32.0,24.1,102.91,25.0,-25.0
2020-01-09 09:00:00,4.637575,12.43001,3.215214,23.4193,1.243847,0.615971,1.836305,0.138944,0.338526,23.26241,0.386882,236.5979,5.564277,271.6946,37.3005,7.196442,1300.38,216.1571,5.287315,15.15009,1.716621,0.105902,16.88681,1.894047,172.996,12.60211,4.449293,0.0,1.032565,6.228494,29.13382,0.0,14.54596,21.691,4.536756,119.7733,-14.1,64.0,27.0,21.0,24.1,103.04,25.0,-23.0
2020-01-09 10:00:00,4.77529,10.58024,3.748698,25.20094,1.519898,1.444,2.460416,0.183248,0.746776,21.2596,0.385479,244.5281,6.469661,244.0583,37.50327,10.91212,1758.131,192.3186,6.290561,13.14082,2.012083,0.136576,21.10861,1.981807,154.0565,5.842263,5.002775,0.0,1.348222,3.405654,32.15356,0.0,13.26309,16.98393,4.431083,64.64864,-14.8,64.0,27.0,25.0,24.1,103.19,25.0,-25.0
2020-01-09 11:00:00,4.769297,8.198495,4.127366,28.1365,2.079927,2.360749,2.098429,0.181026,0.765236,16.90592,0.386997,232.3986,8.070281,276.9844,48.75338,23.90288,2803.567,182.5054,8.399811,13.22627,2.698527,0.220924,30.04,2.283436,144.39,5.287414,7.241228,0.0,0.848302,1.721976,34.14685,0.0,11.52882,13.45975,5.928666,89.51861,-15.5,65.0,28.0,21.0,24.1,103.36,25.0,-25.0
2020-01-09 12:00:00,7.777386,11.84418,6.151865,25.976,2.942223,2.060026,3.032083,0.419804,3.758111,13.39648,0.738978,231.7026,25.29028,275.3632,46.6614,25.1083,2572.55,212.4496,11.92632,17.07982,3.396318,0.318944,77.94859,3.558588,149.3062,6.953597,9.345383,0.0,1.289641,2.613265,34.14685,0.0,4.759716,6.975182,3.105387,50.10628,-16.0,66.0,27.0,16.0,24.1,103.48,25.0,-24.0
2020-01-09 13:00:00,7.4916,11.50348,5.490398,26.29306,0.919209,4.262722,3.435082,0.432666,2.944139,17.86726,0.53744,177.1849,6.048383,280.8728,38.96118,20.32376,1887.319,212.5231,10.94072,16.46718,4.087471,0.232815,88.21584,3.351891,149.6661,4.478521,10.76691,0.0,0.778626,1.794955,34.14685,0.0,2.262907,3.702668,2.565929,15.64222,-16.1,67.0,28.0,15.0,48.3,103.56,25.0,-24.0
2020-01-09 14:00:00,8.082233,14.39508,6.101165,23.89875,0.832036,1.615388,2.739583,0.340611,1.878499,21.25961,0.470034,167.8767,6.393046,308.4124,37.42128,19.11942,1646.763,188.5374,6.041187,11.92905,3.715262,0.190044,80.20625,2.820105,156.0808,3.622066,9.081881,0.0,0.666487,2.047049,32.94526,0.0,2.556516,5.053947,3.572236,52.70611,-15.6,66.0,27.0,16.0,48.3,103.67,25.0,-24.0
2020-01-09 15:00:00,8.023027,17.59028,6.808065,21.84992,0.518261,0.942471,2.631416,0.280972,2.219971,18.36264,0.453566,180.1982,5.109529,341.0919,34.05351,15.08982,1174.266,190.9885,4.571801,12.8363,4.269262,0.516521,80.88769,2.957916,161.9286,3.457787,4.131873,0.0,0.788308,2.846518,34.32668,0.0,3.582655,6.405794,5.060276,86.85513,-14.8,62.0,26.0,12.0,48.3,103.78,25.0,-22.0
2020-01-09 16:00:00,3.164048,15.82447,5.756999,22.28419,0.613381,0.515944,1.456707,0.189276,0.773012,11.33971,0.39177,218.8157,6.660425,269.5799,17.66239,10.7727,687.8997,231.2706,3.513998,15.22232,5.08771,0.546611,106.751,4.158666,167.6726,1.990843,3.31817,0.074611,0.583199,5.052497,32.63092,0.445663,0.622415,4.539109,4.745437,89.13014,-14.2,60.0,24.0,7.0,48.3,103.7,25.0,-19.0
2020-01-09 17:00:00,0.227403,10.06912,7.642704,26.54856,0.952965,0.4095,0.965804,0.067887,0.280012,6.600827,0.568558,253.8058,4.127373,309.6149,5.301115,9.114663,378.3198,240.7993,2.008409,17.59946,6.962029,0.435824,128.9147,0.83069,170.2226,1.211361,0.769886,0.347667,0.147881,6.579515,30.2645,0.530335,0.384131,7.279345,6.439144,91.685,-13.3,56.0,25.0,7.0,48.3,103.71,25.0,-18.0
2020-01-09 18:00:00,0.0,8.061388,7.336699,27.84383,1.029651,0.4617778,0.7971111,0.0444444,0.198,3.633246,1.091225,217.0404,5.350358,221.8686,2.272707,6.008832,186.5807,229.4732,1.099851,9.367772,4.430193,0.290297,107.7889,0.345874,183.952,1.234436,0.47161,0.154204,0.138043,6.51275,30.06251,0.338892,0.211785,4.236,5.523068,82.03806,-12.8,56.0,27.0,6.0,48.3,103.66,25.0,-17.0
2020-01-09 19:00:00,0.026974,5.509908,6.3782,29.76511,0.487639,0.433082,0.737527,0.066402,0.199012,3.80882,0.465929,220.2775,3.31669,238.4115,2.070171,6.291819,126.2207,193.8207,1.352179,10.38614,5.618041,0.200004,123.912,0.279011,191.2704,0.901754,0.826165,0.0,0.130703,11.39211,25.83311,0.858973,0.327821,7.763843,7.813498,115.5233,-12.1,57.0,20.0,11.0,48.3,103.63,25.0,-18.0
2020-01-09 20:00:00,0.007617,3.51675,5.508066,31.654,0.399652,0.36,0.431111,0.0,0.093401,3.045506,0.442645,213.5746,8.437829,202.6281,1.096436,6.450444,100.6498,188.295,3.93383,11.7654,5.880833,0.194056,97.6032,0.170309,214.7882,1.388885,1.668414,0.0,0.210482,16.48552,19.93598,1.063822,0.143342,7.694015,7.557013,87.89861,-12.2,65.0,27.0,6.0,48.3,103.59,25.0,-16.0
2020-01-09 21:00:00,0.398979,3.115736,6.208498,31.54656,0.33223,0.39243,0.405804,0.014915,0.112097,1.579213,0.432671,215.3905,3.093087,234.1888,2.110563,7.631096,113.4185,184.0819,2.108289,10.53908,5.740304,0.202277,76.43486,0.260838,205.3825,1.782382,5.75055,0.0,0.30555,20.81265,16.77749,0.556634,0.618892,10.69668,8.696456,73.04486,-11.6,67.0,10.0,8.0,48.3,103.51,25.0,-16.0
2020-01-09 22:00:00,0.016622,3.801211,7.006598,30.2058,0.21701,0.44925,0.477652,0.0,0.116777,1.966555,0.388018,252.0096,17.50163,212.6804,1.362342,6.868625,111.2492,195.9128,0.941138,10.17247,6.886026,0.167125,66.38431,0.182968,204.1489,1.922109,2.325153,0.0,0.316439,17.84647,18.82586,0.405532,0.085548,5.558228,8.235387,73.0825,-11.4,60.0,12.0,13.0,48.3,103.53,25.0,-18.0
2020-01-09 23:00:00,0.107326,4.269305,7.086465,29.01008,0.13929,0.485179,0.477346,0.0,0.12804,1.349449,0.35187,284.045,18.46048,185.6376,0.954886,5.901236,94.3535,192.3383,2.20699,10.25351,6.314,0.160634,53.96722,0.17712,208.6297,1.195526,4.280273,0.0,0.107266,8.602548,26.71304,0.509746,0.079672,5.79119,8.192401,72.49003,-11.6,65.0,8.0,15.0,24.1,103.49,25.0,-19.0
2020-01-10 00:00:00,0.0,4.275118,7.432866,28.29744,0.116406,0.508305,0.538721,0.040027,0.156526,0.864301,0.536732,199.2258,5.892881,195.436,1.912868,6.381935,82.46,213.376,1.813652,13.67488,7.366354,0.152421,37.45521,0.083244,212.2508,1.325309,8.312419,0.0,0.052294,10.46463,24.68789,0.413841,0.997285,16.00166,9.599335,59.07828,-11.3,67.0,8.0,16.0,24.1,103.37,25.0,-19.0
2020-01-10 01:00:00,0.0,4.578662,10.12302,27.6005,0.069049,0.587902,0.742471,0.083708,0.235304,1.09542,1.791743,187.2775,4.348607,193.9939,3.063777,9.297532,73.21667,211.2357,2.695667,19.28529,8.167043,0.120146,30.81431,0.050813,288.2047,1.532968,28.75244,0.0,0.046445,12.04821,21.74425,0.483345,0.527184,13.85429,11.1092,59.42297,-10.8,63.0,7.0,14.0,24.1,103.36,25.0,-17.0
2020-01-10 02:00:00,0.0,5.224005,11.22583,27.00442,4.340074,0.656125,0.716818,0.09925,0.225819,1.36089,11.7066,199.0876,2.350711,196.9318,2.836955,10.60312,73.57383,219.1613,3.541698,22.06533,8.193026,0.118927,53.70097,0.022977,230.99,5.231975,4.018916,0.0,0.009158,8.057154,24.93024,0.426447,0.87744,18.9859,9.455554,59.54023,-10.5,63.0,7.0,16.0,24.1,103.11,25.0,-18.0
2020-01-10 03:00:00,0.0,4.809165,9.452265,27.58493,1.898772,0.559068,0.581847,0.070027,0.193262,0.777607,8.080631,189.4076,4.277245,210.4301,3.281683,10.81982,47.59633,217.5908,2.728491,24.54777,8.382679,0.110053,44.39827,0.016454,233.4583,12.90961,1.598879,0.140891,0.018612,7.542599,25.25842,0.369385,4.022622,28.65956,9.407069,49.59597,-10.2,63.0,8.0,20.0,24.1,102.88,25.0,-18.0
2020-01-10 04:00:00,0.0,6.805727,11.26133,24.29047,2.98754,0.588347,0.622111,0.05336,0.207111,1.670138,1.893339,174.7116,3.84637,238.3576,6.130671,12.81268,39.92267,222.5254,5.014032,20.55411,8.394819,0.144988,45.29277,0.013127,211.9928,9.770503,0.4,1.633352,0.0,6.143105,26.10616,0.340912,14.73271,33.45225,10.98814,79.06736,-9.2,64.0,6.0,13.0,24.1,102.65,25.0,-15.0
2020-01-10 05:00:00,0.021407,6.556029,8.210033,24.51261,0.779043,0.59979,0.744152,0.101125,0.283888,1.706323,1.25107,179.453,2.040064,220.797,3.544944,10.45417,19.206,252.9236,3.767362,27.79979,9.894193,0.198135,43.66166,0.008941,223.3508,7.702805,0.4,0.853356,0.0,6.683287,25.87375,0.388215,22.93452,32.8459,10.66337,89.29208,-9.3,67.0,2.0,20.0,24.1,102.45,25.0,-17.0
2020-01-10 06:00:00,1.122377,14.63385,11.72746,16.36186,0.544719,0.686762,0.964666,0.131263,0.355111,7.769065,1.428974,237.0115,3.363898,269.8639,12.05473,9.808471,235.3082,246.2292,7.918828,32.50178,9.761637,0.246794,27.70125,0.155505,300.0707,20.98988,9.446553,0.959823,0.022645,9.968812,21.817,0.6582,0.231009,6.049023,4.25029,97.73292,-9.2,71.0,3.0,19.0,24.1,102.31,25.0,-17.0
2020-01-10 07:00:00,1.921733,14.60919,9.854533,16.40308,0.520501,0.767693,1.22036,0.216138,0.672249,16.58918,1.005512,240.308,4.564504,310.0134,27.57912,12.03825,33.54933,197.445,5.019343,21.82403,5.544151,1.179214,25.7275,0.407703,274.0381,8.980278,9.669495,1.159325,0.0,10.66718,20.76315,0.434123,0.297674,5.804721,4.170846,86.91222,-10.1,76.0,2.0,18.0,24.1,102.22,25.0,-18.0
2020-01-10 08:00:00,3.128592,20.3468,10.2386,10.86997,0.476592,0.848222,1.449166,0.218472,0.755777,42.18638,1.358793,336.5575,14.42681,403.4696,56.06482,15.67541,20.60617,227.9265,4.310283,20.85438,4.662456,0.591355,15.98014,0.987655,318.3926,16.4358,26.16286,0.34793,0.165264,13.7066,17.78451,0.360875,0.344076,8.164609,4.993219,45.36826,-9.9,75.0,36.0,14.0,24.1,102.2,25.0,-16.0
2020-01-10 09:00:00,6.49189,25.23442,13.15921,6.646964,0.849888,1.046138,1.991361,0.302666,1.038166,46.29869,1.293187,314.8974,13.00054,572.4591,88.35619,21.88973,25.81017,251.9349,7.332872,24.96238,6.372073,0.424915,23.56028,0.802922,411.5822,32.68028,42.6691,0.495631,1.070817,14.51496,16.59115,0.351805,0.952012,9.345701,4.958425,20.24903,-9.8,75.0,36.0,18.0,24.1,102.12,25.0,-17.0
2020-01-10 10:00:00,7.605721,24.84983,10.69236,7.760661,1.389636,1.009415,2.583388,0.536693,1.868888,44.2063,0.971487,376.7701,19.79751,788.7804,146.4763,25.47003,45.78433,241.1789,7.511882,22.76311,8.840167,0.462976,31.06056,1.482182,494.5335,46.74044,41.04613,0.331373,2.222811,15.65868,15.7903,0.382459,1.461012,11.39417,5.79986,17.46153,-9.2,76.0,5.0,13.0,24.1,101.98,25.0,-15.0
2020-01-10 11:00:00,20.85828,30.46017,13.772,4.497182,2.552551,2.286443,3.439332,0.5855,2.710916,120.0342,1.310328,479.1039,28.04402,955.3845,191.8519,32.78929,69.358,255.3101,7.985444,21.94946,7.108582,0.431196,71.32166,2.496077,593.6021,74.26908,7.595182,0.18576,3.849611,15.34718,15.48353,0.489241,1.299492,9.249509,6.267901,7.863611,-7.3,75.0,34.0,13.0,19.3,101.92,25.0,-13.0
