,no_station_3,no2_station_3,pm2_5_station_3,o3_station_3,so2_station_3,Benzene_station_3,Toluene_station_3,Ethylbenzene_station_3,M P-Xylene_station_3,no_station_6,so2_station_6,co_station_17,no_station_17,co_station_28,no_station_28,pm2_5_station_28,pst_station_28,co_station_31,no_station_31,no2_station_31,pm2_5_station_31,so2_station_31,pst_station_50,no_station_55,co_station_66,no_station_66,no_station_80,so2_station_80,no_station_99,no2_station_99,o3_station_99,so2_station_99,no_station_103,no2_station_103,pm2_5_station_103,pst_station_103,Temp (°C),Hum. rel (%),Dir. du vent (10s deg),Vit. du vent (km/h),Visibilité (km),Pression à la station (kPa),Hmdx,Refroid. éolien
2020-01-01 00:00:00,0.121867,8.667018,8.746077,15.65643,0.0,5.743625,2.754026,0.355111,6.189929,0.992195,0.134042,197.9409,1.036638,218.533,2.377201,7.160319,11.43433,187.0755,1.716709,11.36812,3.05034,0.067457,5.137083,0.0,191.1559,2.400096,0.4,0.0,0.0,3.248914,20.53666,0.0,0.0,4.582468,4.249444,5.496387,0.5,94.0,9.0,5.0,2.4,99.44,25.0,-5.0
2020-01-01 01:00:00,0.121867,8.667018,8.746077,15.65643,0.0,5.743625,2.754026,0.355111,6.189929,0.992195,0.134042,197.9409,1.036638,218.533,2.377201,7.160319,11.43433,187.0755,1.716709,11.36812,3.05034,0.067457,5.137083,0.0,191.1559,2.400096,0.4,0.0,0.0,3.248914,20.53666,0.0,0.0,4.582468,4.249444,5.496387,0.6,96.0,16.0,13.0,4.0,99.41,25.0,-5.0
2020-01-01 02:00:00,0.070021,5.937763,5.5934,16.69138,0.0,1.40336,1.692388,0.479124,17.34458,1.382961,0.154122,201.3926,1.098068,245.3478,4.345022,9.995554,15.12767,211.1832,2.783417,12.91279,4.725276,0.062352,8.270277,0.110302,182.2706,2.205138,0.4,0.0,0.0,3.324254,20.5298,0.0,0.0,4.323431,5.813416,8.411389,0.5,95.0,24.0,19.0,24.1,99.38,25.0,-5.0
2020-01-01 03:00:00,0.847384,10.14027,6.916233,13.30661,0.0,1.384068,1.533221,0.363582,13.26551,1.067867,0.137112,193.725,0.791505,215.7029,2.681587,9.321944,14.9295,191.0712,2.07082,11.36045,4.65143,0.063528,9.178889,0.0,173.8687,0.929831,0.4,0.0,0.0,3.744425,19.87264,0.0,0.076251,4.195025,5.367332,8.120139,0.5,90.0,25.0,19.0,12.9,99.38,25.0,-5.0
2020-01-01 04:00:00,0.343275,6.808739,6.848,15.83292,0.0,1.364819,1.456055,0.346235,11.88057,0.780547,0.160881,175.4214,1.241672,205.552,1.546072,9.860887,14.42566,187.9431,1.523632,9.892995,4.577361,0.081821,9.271305,0.0,165.41,4.175745,0.4,0.0,0.0,3.026699,21.03147,0.0,0.0,4.036451,4.810264,6.188667,0.3,90.0,24.0,20.0,9.7,99.35,25.0,-5.0
2020-01-01 05:00:00,0.085947,4.765573,6.238298,17.40574,0.0,0.785679,1.041375,0.248069,9.535387,0.590233,0.133658,171.2454,2.228174,174.3729,1.219712,8.256236,12.55633,181.974,1.664541,9.037727,4.542984,0.060173,8.85895,0.0,165.181,3.758093,0.4,0.0,0.0,1.800147,21.96484,0.0,0.0,3.402587,4.696846,7.290452,0.0,87.0,24.0,17.0,19.3,99.29,25.0,-5.0
2020-01-01 06:00:00,0.500375,6.427351,5.181798,16.01962,0.0,1.363111,1.365097,0.336055,11.88513,0.62388,0.131111,164.3729,0.838836,164.3397,0.654995,6.171054,8.739333,163.7993,1.375612,8.365621,3.43911,0.061271,8.443609,0.003266,193.8433,7.105805,0.4,0.0,0.0,1.448858,21.95526,0.0,0.0,3.067027,3.532958,11.29922,0.0,86.0,23.0,19.0,24.1,99.27,25.0,-5.0
2020-01-01 07:00:00,0.339138,5.266952,3.737498,16.55833,0.0,4.344375,1.839236,0.284125,8.96893,0.841964,0.113269,150.884,4.004221,167.7326,1.090064,4.574915,5.980833,169.4371,1.652137,9.224268,2.630347,0.067111,5.075055,0.047577,168.7455,20.99384,0.4,0.0,0.0,1.528918,21.01564,0.0,0.0,3.106982,2.899749,4.716111,0.0,88.0,23.0,17.0,6.4,99.29,25.0,-5.0
2020-01-01 08:00:00,0.0,2.326473,2.767199,18.37426,0.0,2.343888,2.003875,0.241971,1.623972,2.864497,0.141479,147.951,0.95876,164.2961,0.963428,3.539335,4.465,172.8739,1.52493,6.84215,1.697077,0.05995,3.710833,0.065268,169.096,23.31242,0.4,0.0,0.0,2.002443,20.06366,0.0,0.201211,4.265357,2.271454,3.506526,-0.3,92.0,23.0,18.0,8.1,99.28,25.0,-5.0
2020-01-01 09:00:00,0.250407,2.275458,3.048666,17.8494,0.0,0.838998,1.985097,0.240735,0.83736,1.367223,0.130838,144.5336,3.222209,159.4176,1.099974,3.800512,4.756,160.5796,1.632241,4.309062,1.305961,0.06103,2.930972,0.330121,188.5087,15.80383,0.615206,0.0,0.132183,1.809726,20.15275,0.0,1.481192,6.10458,3.039213,4.24986,-0.4,91.0,23.0,20.0,6.4,99.26,25.0,-6.0
2020-01-01 10:00:00,1.313734,2.952527,3.015366,17.03512,0.0,1.892763,1.133054,0.134665,0.500958,2.708429,0.139368,152.0228,1.582255,166.474,1.705162,4.626123,5.827665,162.4308,2.387533,4.681643,1.275138,0.076627,2.846388,0.83316,158.1974,12.70345,1.126098,0.0,0.217718,1.262596,20.39748,0.0,2.253412,5.692726,3.517152,3.964026,-0.4,88.0,23.0,24.0,8.1,99.24,25.0,-6.0
2020-01-01 11:00:00,1.080764,2.022802,2.878098,17.82525,0.0,1.197486,0.995,0.122318,0.452888,2.68897,0.143867,167.3722,3.489289,177.0458,2.563462,4.827888,6.087165,167.0978,2.911143,4.705687,1.243124,0.070074,2.800276,0.866743,152.6175,15.6454,1.74019,0.0,0.497381,1.476994,20.14597,0.0,2.565247,5.541255,3.162457,3.5125,-0.8,91.0,25.0,25.0,2.4,99.26,25.0,-7.0
2020-01-01 12:00:00,1.016543,1.920601,2.758632,17.93505,0.0,1.317152,1.085276,0.114276,0.398193,3.392023,0.154319,190.7678,2.976193,188.7396,2.572382,5.171583,6.932833,172.9825,3.540462,4.525485,1.292597,0.08527,3.819582,0.856885,157.5582,14.07131,1.865559,0.0,0.494897,1.312875,20.77474,0.004331,3.244215,5.238407,3.661652,4.232777,-0.8,90.0,26.0,24.0,4.8,99.3,25.0,-7.0
2020-01-01 13:00:00,1.323009,2.566291,3.067698,17.95944,0.0,0.915041,1.437526,0.172472,0.621944,3.108711,0.168271,173.7111,3.720997,172.9337,3.313699,4.845125,5.989832,186.6928,3.718044,5.379208,1.57693,0.092652,3.002846,0.723303,166.0095,18.07856,1.528154,0.0,0.412046,1.253396,21.42164,0.000829,2.146292,4.08018,2.86254,3.231735,-0.6,88.0,26.0,20.0,24.1,99.36,25.0,-6.0
2020-01-01 14:00:00,1.089535,2.393354,3.289833,19.84056,0.054097,5.387804,1.964498,0.18954,1.4615,3.16773,0.23591,186.5353,3.276916,179.9293,3.285427,4.823944,5.751333,187.4661,3.362893,5.380548,1.670526,0.099319,3.404026,0.75585,163.4656,17.49944,1.766093,0.0,0.210436,1.207748,24.50546,0.0,2.102015,4.533237,3.048832,3.441179,-0.2,86.0,25.0,19.0,24.1,99.44,25.0,-5.0
2020-01-01 15:00:00,1.168346,2.707171,2.752965,20.00272,0.133894,6.770458,2.060513,0.197319,1.853986,3.897907,0.220294,189.6533,1.743607,224.0811,5.906784,4.824028,5.976665,200.9458,4.144247,7.360818,1.951236,0.095071,3.32868,0.634037,171.3289,12.87499,1.462054,0.0,0.143657,1.395918,26.59252,0.0,0.582868,3.305243,2.039263,2.147777,0.2,83.0,26.0,27.0,24.1,99.51,25.0,-5.0
2020-01-01 16:00:00,0.812533,3.767188,3.789433,18.07929,0.0,4.560375,1.805055,0.194721,1.20375,4.467243,0.168799,209.8369,2.470438,228.9785,4.745389,4.439929,4.912833,212.351,3.309319,10.42052,2.140281,0.06864,3.74611,0.60992,174.9818,14.95277,1.384713,0.0,0.095005,1.725281,26.01536,0.0,0.349893,3.804116,2.041073,2.096666,0.5,83.0,27.0,19.0,24.1,99.53,25.0,-5.0
2020-01-01 17:00:00,0.48677,5.794357,5.125058,16.28279,0.0,1.93311,2.163583,0.283138,0.823957,2.944808,0.152822,207.6361,2.659955,222.5028,5.14628,3.809454,3.959,216.0651,2.597369,12.88415,2.230865,0.068029,3.487708,0.324463,178.6493,28.62717,0.51292,0.0,0.0,2.257186,23.8966,0.0,0.124732,4.819478,2.272675,2.328193,0.8,82.0,25.0,28.0,24.1,99.52,25.0,-5.0
2020-01-01 18:00:00,0.448617,6.742582,5.690465,15.6115,0.0,5.624444,2.225778,0.2506667,1.065111,2.528934,0.142378,216.2779,4.473511,208.8629,3.400428,4.211165,4.647333,226.0424,2.979528,12.67848,2.938652,0.070231,3.538332,0.219257,186.4107,36.65222,0.793918,0.0,0.0,2.004983,22.1635,0.0,0.006302,5.68163,2.778222,2.76961,1.0,78.0,26.0,24.0,24.1,99.53,25.0,-5.0
2020-01-01 19:00:00,0.561513,5.739618,5.959332,14.87885,0.0,3.183193,2.331193,0.287499,0.841943,2.542295,0.154367,205.6166,1.178717,214.7318,3.099806,3.873637,3.862833,220.9332,2.352999,11.56491,3.108222,0.072705,3.760833,0.167298,212.9982,11.64359,0.54775,0.0,0.0,1.863201,23.14892,0.0,0.140404,4.901833,2.334151,2.408478,0.6,79.0,26.0,27.0,24.1,99.57,25.0,-5.0
2020-01-01 20:00:00,0.536921,6.357832,4.911033,15.39301,0.0,5.268791,2.183541,0.243985,1.802554,1.667973,0.134018,196.2197,1.057513,203.8406,2.176429,2.43775,2.028666,229.344,1.817235,12.46794,1.793833,0.066821,2.079026,0.092303,205.1381,8.345154,0.4,0.0,0.0,1.014193,25.98313,0.0,0.007956,3.549993,0.891847,1.219887,0.7,85.0,25.0,22.0,24.1,99.65,25.0,-5.0
2020-01-01 21:00:00,0.666123,7.432658,3.560365,16.98158,0.0,6.833319,2.551693,0.348194,6.577791,2.020828,0.155695,181.9697,0.665988,195.9148,1.959118,2.168986,1.625166,203.3421,1.110671,9.877775,1.026736,0.064827,1.407222,0.05967,212.4382,7.155625,0.4,0.0,0.0,0.980139,28.55302,0.0,0.002644,3.072613,0.636694,1.059304,0.0,87.0,26.0,23.0,24.1,99.74,25.0,-6.0
2020-01-01 22:00:00,0.134618,3.030644,2.335966,25.3203,0.0,6.844512,2.632833,0.341471,5.257998,1.269472,0.14449,180.2883,0.768705,193.1418,1.71369,1.82218,1.612333,202.9093,1.443323,11.27567,0.769791,0.068003,1.244305,0.06018,231.8432,9.958847,0.4,0.0,0.0,1.598855,29.12743,0.0,0.0,3.120719,0.740679,1.313387,0.4,87.0,25.0,21.0,24.1,99.84,25.0,-6.0
2020-01-01 23:00:00,0.044596,1.918102,2.058465,28.75435,0.0,2.424582,1.494179,0.178763,1.044319,1.252532,0.138695,169.4271,0.786879,184.6149,1.556828,1.875666,1.549332,179.1039,0.940335,8.5121,0.649402,0.06294,1.243193,0.040626,161.5254,17.05602,0.4,0.0,0.0,1.2919,30.716,0.0,0.0,4.357351,0.845387,1.225137,0.6,88.0,25.0,18.0,24.1,99.9,25.0,-6.0
2020-01-02 00:00:00,0.249231,3.002177,2.039932,32.59107,0.0,2.955513,1.253221,0.130971,0.679611,1.667073,0.147918,152.0351,0.599902,174.2728,1.104336,1.845366,1.482332,171.0397,0.859471,5.628876,0.63103,0.062389,1.539499,0.011908,168.9615,13.95002,0.4,0.0,0.0,0.97247,32.99765,0.0,0.048032,5.312582,0.969434,1.204305,0.7,88.0,24.0,25.0,24.1,99.95,25.0,-6.0
2020-01-02 01:00:00,0.0,1.653767,2.289253,36.2221,0.0,1.36211,1.172165,0.148916,0.433916,1.661483,0.162163,127.346,0.172407,146.3813,1.025452,1.780992,1.358332,153.6239,1.260828,7.166615,0.657424,0.060614,1.17103,0.009266,158.9803,23.0559,0.4,0.0,0.0,0.797163,35.48381,0.0,0.0,4.761851,1.037206,1.218333,0.7,87.0,25.0,25.0,24.1,100.0,25.0,-6.0
2020-01-02 02:00:00,0.0,2.024164,2.566766,36.42732,0.0,1.765861,1.314762,0.17125,0.460429,0.71661,0.140927,138.0406,0.836117,146.3813,1.025452,1.780992,1.358332,158.7499,1.093641,8.986166,0.648194,0.05556,1.142668,0.0,157.5094,11.59382,0.4,0.0,0.0,0.777332,37.11086,0.0,0.0,4.671243,0.857748,1.108958,0.5,83.0,24.0,25.0,24.1,100.04,25.0,-6.0
2020-01-02 03:00:00,0.0,5.539908,2.665998,30.9317,0.0,6.039373,1.799486,0.183402,1.633416,0.519123,0.133607,135.6971,0.139408,146.3813,1.025452,1.780992,1.358332,149.1005,0.541943,8.299382,0.704972,0.051938,1.07102,0.0,145.2062,2.278419,0.4,0.0,0.0,0.673972,37.77549,0.0,0.0,2.9505,0.836637,2.14,0.2,84.0,25.0,22.0,9.7,100.09,25.0,-6.0
2020-01-02 04:00:00,0.114395,9.396125,2.665832,27.63661,0.0,1.207846,1.142429,0.231416,6.968305,0.845453,0.159792,132.5404,1.30691,146.3813,1.025452,1.780992,1.358332,151.2213,0.755095,10.13715,1.538915,0.072985,2.155138,0.0,144.3033,0.934409,0.4,0.0,0.0,1.633527,36.21729,0.0,0.0,4.338091,2.324137,2.759375,0.0,83.0,25.0,25.0,24.1,100.13,25.0,-6.0
2020-01-02 05:00:00,0.0,4.928883,3.702033,31.39767,0.01776,1.142804,1.087679,0.266416,9.540637,0.722455,0.136503,146.1972,0.445639,146.3813,1.025452,1.780992,1.358332,154.4667,0.682735,10.49019,2.99,0.067934,3.594583,0.0,150.6261,1.106206,0.4,0.0,0.0,2.076045,35.81832,0.0,0.0,4.361244,4.482777,4.747847,-0.2,83.0,25.0,25.0,24.1,100.15,25.0,-6.0
2020-01-02 06:00:00,0.0,5.134027,5.285965,31.04939,0.002315,0.873068,0.925722,0.27268,10.73382,1.62554,0.153384,151.3268,0.730107,146.3813,1.025452,1.780992,1.358332,165.9405,0.746788,11.79722,6.160527,0.06893,6.542637,0.0,172.9861,4.525994,0.4,0.0,0.0,3.6064,33.47747,0.058474,0.0,6.994071,8.837929,8.654998,-0.3,81.0,25.0,20.0,24.1,100.19,25.0,-6.0
2020-01-02 07:00:00,0.0,6.676259,7.787466,29.07411,0.008681,0.708611,0.850722,0.224277,9.685776,4.521827,0.196841,187.5261,0.844322,146.3813,1.025452,1.780992,1.358332,179.1075,1.568866,17.15283,8.265764,0.068677,9.404166,0.0,187.6047,3.867228,0.4,0.0,0.0,5.140639,31.01734,0.063236,0.0,8.233807,11.68322,11.425,-0.4,78.0,25.0,23.0,24.1,100.25,25.0,-6.0
2020-01-02 08:00:00,0.012548,9.447008,9.621032,26.01574,0.0,0.462915,0.651832,0.10379,2.310291,8.014964,0.251886,227.9713,1.59059,146.3813,1.025452,1.780992,1.358332,207.6535,1.376939,20.95687,9.726044,0.073288,12.66514,0.027503,226.8726,6.089265,0.4,0.0,0.0,7.582815,27.67362,0.111928,0.0,10.13827,14.08862,14.89819,-0.2,76.0,24.0,27.0,24.1,100.3,25.0,-6.0
2020-01-02 09:00:00,2.115773,18.01734,11.90839,17.92994,0.021877,0.477833,0.671055,0.087319,1.071333,10.94267,0.272455,264.6875,2.36098,146.3813,1.025452,1.780992,1.358332,218.1265,2.445472,21.04711,8.483513,0.075785,15.33361,0.963415,200.859,2.834657,5.515345,0.0,0.531292,10.96694,21.93324,0.067299,1.907039,11.64705,14.47638,17.52903,-0.8,76.0,23.0,21.0,24.1,100.33,25.0,-6.0
2020-01-02 10:00:00,13.21496,23.47072,13.3024,11.85551,0.285836,0.558763,0.904637,0.121958,0.553762,10.30255,0.291314,350.1554,11.0505,146.3813,1.025452,1.780992,1.358332,193.5454,3.853177,20.87596,7.537041,0.117248,15.80291,6.873178,238.05,13.32899,7.363263,0.0,0.958176,8.299347,25.53783,0.126195,1.769014,13.67933,12.47253,15.53653,-1.4,77.0,23.0,18.0,24.1,100.33,25.0,-7.0
2020-01-02 11:00:00,2.256036,11.36019,10.81577,22.67646,0.186474,0.493194,0.840512,0.12768,0.432861,7.028351,0.267841,332.3503,14.56025,146.3813,1.025452,1.780992,1.358332,191.4204,4.342358,18.24457,8.007582,0.141097,14.13222,4.879827,196.8687,2.422204,7.584088,0.0,0.838356,4.831034,29.26491,0.092834,1.694926,10.91476,10.15757,14.28189,-1.8,79.0,24.0,10.0,24.1,100.35,25.0,-5.0
2020-01-02 12:00:00,3.033647,11.71943,8.776432,21.35928,0.150497,0.534666,0.892346,0.110901,0.433041,7.90331,0.27281,310.1212,14.21182,146.3813,1.025452,1.780992,1.358332,221.0668,10.6257,15.84239,7.53025,0.152581,15.35285,6.491543,198.6926,2.039091,9.029214,0.0,1.534023,5.674967,28.43278,0.104347,1.362058,6.222367,8.326012,11.58753,-1.2,75.0,28.0,3.0,24.1,100.36,25.0,-2.0
2020-01-02 13:00:00,2.156893,8.022831,8.195033,24.31912,0.230838,0.4875,0.808013,0.116777,0.392679,8.829195,0.33632,287.9107,8.402436,146.3813,1.025452,1.780992,1.358332,231.5246,4.03641,11.99017,7.279471,0.149425,17.26868,8.297561,192.9467,2.417372,6.238551,0.0,1.654039,5.43342,28.23329,0.321889,0.674135,4.429471,8.391014,12.36278,-0.8,80.0,22.0,4.0,24.1,100.37,25.0,-2.0
2020-01-02 14:00:00,2.836858,9.649205,8.685166,22.868,0.295028,0.481597,0.736985,0.10554,0.315207,12.24881,0.34228,287.9009,12.20021,146.3813,1.025452,1.780992,1.358332,223.2129,3.443941,11.81326,7.310472,0.166502,22.49306,10.4082,211.8075,3.631134,11.43753,0.0,1.553897,5.999213,27.9006,0.696673,0.723004,4.750134,8.711333,11.79444,-0.6,80.0,13.0,7.0,24.1,100.41,25.0,-3.0
2020-01-02 15:00:00,2.282943,10.55793,9.620833,21.55451,0.638036,0.5,0.944458,0.117679,0.441026,6.667957,0.385107,321.6378,8.260009,146.3813,1.025452,1.780992,1.358332,216.8365,2.256895,11.5346,7.749221,0.16143,21.41146,8.032122,209.9371,3.644937,9.426501,0.0,0.927488,4.998569,28.59532,0.309412,1.203292,6.509792,9.172887,12.58889,-0.1,79.0,13.0,13.0,24.1,100.36,25.0,-4.0
2020-01-02 16:00:00,1.897565,9.975822,8.544066,21.90326,0.714232,0.4875,0.717707,0.102319,0.380387,4.622352,0.376574,322.7242,6.207055,146.3813,1.025452,1.780992,1.358332,244.0217,12.26875,28.43536,11.57853,0.409532,12.06264,2.362488,208.9065,2.976799,9.112084,0.699814,0.715797,6.270847,26.65152,0.096845,1.016103,6.790105,8.565395,12.41583,0.4,80.0,14.0,13.0,24.1,100.26,25.0,-4.0
2020-01-02 17:00:00,0.119543,7.491014,7.517881,24.85276,0.330581,0.462861,0.699069,0.0925,0.408374,4.487069,0.292786,361.4731,5.644557,146.3813,1.025452,1.780992,1.358332,236.5435,5.331231,22.04335,9.328611,0.496181,10.04,1.415982,209.8317,1.39267,7.565709,2.13481,0.389146,9.238059,22.98676,0.05268,0.0,5.339105,7.931355,10.52722,1.2,80.0,14.0,12.0,24.1,100.19,25.0,-4.0
2020-01-02 18:00:00,0.878167,11.38326,7.741965,20.81906,0.504981,0.6055556,0.688,0.0837778,0.3828889,2.778882,0.445167,381.1625,4.775586,146.3813,1.025452,1.780992,1.358332,215.6769,0.889028,10.58093,7.488541,0.246757,11.89458,2.019932,206.7081,1.965188,2.547056,0.751551,0.227595,7.2044,24.31404,0.039895,0.0,5.399843,8.139611,10.4859,1.8,78.0,15.0,9.0,24.1,100.13,25.0,-4.0
2020-01-02 19:00:00,0.466374,12.56793,8.492432,19.35767,0.766692,0.501083,0.677318,0.081776,0.329457,3.221976,0.736135,281.1193,2.730226,146.3813,1.025452,1.780992,1.358332,215.3882,0.834344,14.68231,8.531208,0.217823,10.17625,0.47218,213.2014,2.116981,0.65462,0.403896,0.09465,5.853754,25.65424,0.022275,0.0,4.60195,7.747304,9.962985,2.4,76.0,14.0,13.0,24.1,100.11,25.0,-4.0
2020-01-02 20:00:00,0.0,6.972414,8.2367,24.22515,0.374172,0.512498,0.713401,0.093041,0.422138,3.777225,1.180394,302.9021,3.124706,146.3813,1.025452,1.780992,1.358332,209.9442,0.754356,10.34634,7.498054,0.19559,12.28833,1.485473,207.3321,2.479762,1.46181,0.31143,0.076709,6.036922,25.2869,0.0,0.0,3.651586,8.252097,10.18375,2.3,77.0,14.0,13.0,48.3,100.09,25.0,-4.0
2020-01-02 21:00:00,0.0,6.848848,7.954732,23.95612,0.256711,0.465512,0.681208,0.089458,0.291083,3.384447,2.094542,282.2503,2.108727,146.3813,1.025452,1.780992,1.358332,213.5451,1.068014,13.80272,7.334958,0.174934,13.25792,1.39575,226.6483,1.232854,0.4,0.093122,0.013279,6.216479,25.04786,0.00541,0.0,4.636189,9.410319,10.87681,1.9,79.0,14.0,11.0,48.3,100.08,25.0,-4.0
2020-01-02 22:00:00,2.237082,16.92407,8.782265,14.61915,0.254307,0.538402,0.651832,0.083402,0.272318,4.15766,1.134055,347.6715,4.189795,146.3813,1.025452,1.780992,1.358332,240.4868,3.831226,19.43682,7.912985,0.165448,13.80152,0.752633,220.6293,0.825091,2.119061,0.0,0.322591,11.73133,18.87965,0.009061,0.0,5.696146,10.14423,11.43833,2.1,78.0,15.0,14.0,24.1,100.12,25.0,-4.0
2020-01-02 23:00:00,2.209268,13.26911,8.263833,17.63434,0.282364,0.510179,0.713887,0.091958,0.2975,6.750807,0.682419,248.6978,1.328124,146.3813,1.025452,1.780992,1.358332,270.8475,1.593713,19.4468,7.427012,0.150437,12.52553,8.650356,220.4342,1.440407,0.720686,0.0,0.28782,15.51434,13.61919,0.0,0.323527,7.421333,9.913722,11.80056,2.2,79.0,15.0,19.0,24.1,99.95,25.0,-4.0
2020-01-03 00:00:00,0.0,9.919762,7.0787,19.80679,0.274399,0.526986,0.762346,0.109999,0.323583,8.545907,0.509323,239.8306,0.678644,146.3813,1.025452,1.780992,1.358332,259.7228,6.040546,23.01696,6.932825,0.168814,14.4362,6.730718,204.9561,0.119434,0.520351,0.0,0.0,13.39418,16.94343,0.009103,7.429769,19.9253,9.649717,12.11472,2.5,79.0,15.0,23.0,24.1,99.96,25.0,-4.0
2020-01-03 01:00:00,2.019797,17.52334,8.32243,12.90084,0.315467,0.493555,0.718915,0.095179,0.308012,11.86484,0.463808,222.8751,0.850591,146.3813,1.025452,1.780992,1.358332,235.6745,3.839708,23.09071,4.772612,0.179562,13.95521,5.988568,260.7116,1.578621,0.4,0.012322,0.0,7.410329,25.22153,0.091854,4.746018,17.38906,9.272436,12.15097,2.3,80.0,14.0,21.0,24.1,99.92,25.0,-4.0
2020-01-03 02:00:00,3.150043,29.22872,8.166732,3.63584,0.421826,0.639069,0.948291,0.153555,1.610929,2.31591,0.454831,210.3474,1.49336,146.3813,1.025452,1.780992,1.358332,193.6633,2.603458,17.14051,3.016443,0.203893,103.7333,0.363359,207.4845,1.537085,0.752681,0.048048,0.0,4.019021,30.79784,0.346174,15.07806,24.43462,10.12821,13.5386,2.6,79.0,17.0,12.0,24.1,100.0,25.0,-4.0
2020-01-03 03:00:00,2.225934,29.46123,6.535698,5.264181,0.493324,0.690235,1.273249,0.194736,1.9965,2.56947,0.519779,193.9708,3.08533,146.3813,1.025452,1.780992,1.358332,205.5154,2.775438,19.88056,3.126262,0.215441,42.07889,0.062847,195.0513,0.190578,0.4,0.069231,0.0,3.901431,30.5142,0.298833,0.0,12.93085,6.115346,7.0642,2.2,81.0,14.0,13.0,24.1,99.95,25.0,-4.0
2020-01-03 04:00:00,0.559231,21.69149,5.661832,12.87284,0.628354,0.691929,1.062373,0.160722,1.880833,3.090079,0.509189,171.1208,1.916661,146.3813,1.025452,1.780992,1.358332,178.4007,3.663309,14.34136,2.984111,0.288681,23.62139,0.050909,174.8513,0.0,0.4,0.080586,0.0,3.818444,29.85723,0.386588,0.304957,17.33768,4.102402,5.741909,2.3,80.0,17.0,14.0,24.1,99.91,25.0,-4.0
2020-01-03 05:00:00,0.608398,13.83416,4.285099,19.43162,0.702494,0.563763,0.85804,0.126236,3.070708,5.367183,0.539421,177.0435,1.696091,146.3813,1.025452,1.780992,1.358332,185.1712,0.925504,12.3531,3.313637,0.241473,5.177221,0.03327,220.2918,0.0,0.4,0.010302,0.0,3.861608,29.1804,0.327208,1.098562,22.62082,4.574569,7.610833,1.8,83.0,24.0,5.0,24.1,99.91,25.0,-4.0
2020-01-03 06:00:00,1.008296,17.03879,5.337333,16.09002,0.72146,0.873583,1.136263,0.227165,10.1504,5.487248,0.5339,200.1732,0.681761,146.3813,1.025452,1.780992,1.358332,189.0785,1.35731,16.3144,3.670277,0.246694,10.13625,0.170641,377.6608,21.78205,0.713962,0.006736,0.0,6.466042,26.18708,0.292501,2.493527,18.42845,5.169291,10.50792,3.1,73.0,24.0,15.0,24.1,99.92,25.0,-4.0
2020-01-03 07:00:00,1.645053,20.52717,6.202733,12.73391,0.816564,0.707166,0.937527,0.1,3.304666,9.05675,0.483983,227.2987,1.281798,146.3813,1.025452,1.780992,1.358332,233.9316,1.835188,23.26572,4.268943,0.329328,17.23778,0.771399,241.3407,8.130464,1.457857,0.215489,0.029958,12.54992,19.77323,0.257073,8.607525,20.15749,6.636929,12.14722,4.1,67.0,21.0,10.0,24.1,99.95,25.0,-4.0
2020-01-03 08:00:00,2.083611,24.815,6.249566,9.219483,0.736227,0.788707,1.21711,0.181777,1.906957,32.61475,0.653608,306.7724,7.681777,146.3813,1.025452,1.780992,1.358332,248.8703,3.330497,22.45883,4.786326,0.411244,32.2066,2.576328,340.2231,5.370592,1.033161,0.577404,0.169461,11.27246,20.38938,0.197144,37.68369,32.08018,9.606891,12.72472,3.4,74.0,22.0,11.0,24.1,100.0,25.0,-4.0
2020-01-03 09:00:00,51.96325,36.234,11.97878,2.293543,0.973622,0.864526,1.61529,0.201388,1.69829,37.0602,0.654241,309.8847,11.09277,146.3813,1.025452,1.780992,1.358332,242.4333,4.713684,20.62794,6.65415,0.495869,12.40611,5.563268,323.4315,2.882558,2.687889,0.533523,2.353157,14.85009,17.27572,0.190353,21.15675,28.44904,10.38786,12.90764,3.6,74.0,22.0,9.0,24.1,100.01,25.0,-4.0
2020-01-03 10:00:00,19.17739,26.962,9.063467,7.762836,0.830801,1.052332,2.232361,0.312763,2.156569,48.07489,0.665573,304.0354,12.53498,333.0717,33.92871,7.414721,12.7225,248.9275,5.677097,17.9158,8.482748,0.7793,10.58903,16.63068,294.3433,3.007858,3.07698,1.28863,0.797038,4.831584,26.12516,0.27678,3.404532,14.85598,10.79389,10.12924,3.5,77.0,21.0,5.0,24.1,100.04,25.0,-4.0
2020-01-03 11:00:00,10.00964,20.64586,9.224598,11.74381,0.956978,4.877097,3.553236,0.630693,10.98999,20.09286,0.513373,274.3082,6.162041,391.0679,33.6799,10.14272,15.92566,239.3719,5.457872,14.76607,10.62216,1.264863,12.16958,4.566126,220.9793,6.288243,5.78266,1.196503,1.519623,5.803172,24.9616,0.459933,6.648376,15.71986,11.35694,9.642986,4.1,73.0,21.0,14.0,24.1,100.04,25.0,-4.0
2020-01-03 12:00:00,5.125963,13.18153,10.27853,17.29085,0.818951,2.781457,3.662152,0.508875,8.817472,16.87586,0.498775,295.35,5.594185,526.769,37.15043,11.69029,16.28217,238.6321,5.99898,14.91088,12.83103,1.013048,10.57486,2.334886,217.2518,3.132628,4.846555,0.630725,1.279518,4.712051,25.56818,0.331099,6.917119,15.30291,12.56192,10.92833,3.9,75.0,24.0,3.0,24.1,100.03,25.0,-4.0
